숙소ID,구,동,업소명,주소,위도,경도,인접도로명,인접도로폭,지도표시도로폭,도로폭_출처,도로폭_도로구간매칭,도로폭_거리m,공식도로폭m,도로폭_위험도,도로폭_속도계수,도로폭_보정이동시간초,도로폭_보정예상도착초,실폭도로ID,실폭도로일련번호,도로구간관리번호,도로명코드
124,중구,,스테이 쉼,서울특별시 중구 을지로7가 63번지,37.56263015,127.00804487,장충단로8나길,폭6-8m,6m미만,API,교차,0.0,6.0,0.85,1.22,88,148,2460,974,321.0,4103275
125,중구,명동,무드온 명동,서울특별시 중구 명동2가 54-2번지,37.56042879,126.98317648,퇴계로14길,6m미만,폭6-8m,API,교차,3.3,2.0,1.0,1.3,38,98,1555,106,570.0,4103325
126,중구,남산동,더큐브 호텔,서울특별시 중구 남산동2가 18-9번지,37.55609169,126.98541188,남산공원길,폭6-8m,폭6-8m,공식만,교차,22.29,7.0,0.85,1.22,45,105,2636,23,1508.0,4103024
127,중구,황학동,SINDANG GRAND JOY 호스텔,서울특별시 중구 황학동 731-1번지,37.56332856,127.01860099,다산로42다길,폭8-10m,6m미만,API,교차,7.36,8.0,0.7,1.14,44,104,1890,310,41.0,4103067
128,중구,,글로카로카호스텔,서울특별시 중구 태평로1가 61-1번지,37.56555219,126.97585864,정동길,폭10-12m,폭8-10m,API,교차,65.29,10.59,0.55,1.08,135,195,1963,254,1210.0,4103276
129,중구,서소문동,ENA 스위트 호텔,서울특별시 중구 서소문동 138번지,37.55956061,126.97310353,칠패로,폭25-30m,폭20-25m,API,교차,0.45,26.0,0.18,0.98,107,167,1478,175,1232.0,3101010
130,중구,,호텔 그레이스리 서울,서울특별시 중구 남대문로4가 17-19번지,37.55884724,126.97618148,소월로,폭20-25m,폭20-25m,공식만,교차,4.72,20.0,0.25,1.0,75,135,1361,673,1521.0,3101018
131,중구,광희동,더 페이즈,서울특별시 중구 광희동2가 228번지,37.56088977,127.00776838,장충단로4길,6m미만,6m미만,API,교차,7.38,3.0,1.0,1.3,121,181,1695,1121,905.0,4103268
132,중구,,머큐어 앰배서더 서울 동대문(MERCURE AMBASSADOR SEOUL DONGDAEMUN),서울특별시 중구 을지로5가 19-29번지,37.56466188,127.00107824,마른내로,폭20-25m,6m미만,API,교차,4.88,20.0,0.25,1.0,92,152,2100,184,1525.0,3101002
133,중구,무학동,로밍 타이거,서울특별시 중구 무학동 32-2번지,37.56131454,127.01446136,다산로32길,폭8-10m,폭8-10m,API,교차,0.0,8.0,0.7,1.14,55,115,2021,51,1566.0,4103048
134,중구,남산동,어반 스위트 스테이 (Urban Suite Stay),서울특별시 중구 남산동2가 41-2번지,37.55599413,126.98473806,소파로,폭30-35m,6m미만,API,교차,8.26,34.0,0.12,0.96,33,93,1387,19,1510.0,3101005
135,중구,,MOREN SEOUL MYEONGDONG,서울특별시 중구 충무로3가 59-10번지,37.55945274,126.99012549,퇴계로26가길,폭8-10m,폭8-10m,공식만,교차,13.9,9.0,0.7,1.14,15,75,2095,189,1290.0,4103333
136,중구,인현동,이랑 스테이,서울특별시 중구 인현동1가 102-6번지,37.5614873,126.9924598,퇴계로31길,폭6-8m,폭6-8m,API,교차,16.81,6.0,0.85,1.22,12,72,2330,268,387.0,4103339
137,중구,,하이 동대문 호스텔,서울특별시 중구 을지로6가 18-84번지,37.5646535,127.00666628,마른내로,6m미만,6m미만,API,교차,0.46,4.0,1.0,1.3,86,146,1730,239,1089.0,3101002
138,중구,,안온 스테이,서울특별시 중구 을지로5가 275-6번지,37.56281707,127.001911,퇴계로,폭35-40m,6m미만,API,교차,6.0,39.0,0.08,0.95,90,150,1723,350,1507.0,3101011
139,중구,명동,하이 서울 호스텔 명동 명동 웨스트,서울특별시 중구 충무로2가 12-4번지,37.55926806,126.98767512,소파로,폭30-35m,6m미만,API,교차,0.0,34.0,0.12,0.96,14,74,1387,19,1510.0,3101005
140,중구,황학동,유어모먼트,서울특별시 중구 황학동 1612번지,37.56647742,127.02231807,난계로11길,폭6-8m,6m미만,API,교차,7.6,6.0,0.85,1.22,92,152,1881,157,1031.0,4103003
141,중구,중림동,라서울 스테이,서울특별시 중구 중림동 67번지,37.55608468,126.96814345,만리재로,폭25-30m,폭25-30m,공식만,교차,4.52,28.0,0.18,0.98,118,178,1669,18,1503.0,3101016
142,중구,명동,하이 서울 호스텔,서울특별시 중구 충무로1가 25-6번지,37.5583226,126.98161125,퇴계로12길,폭8-10m,6m미만,API,교차,13.23,8.0,0.7,1.14,21,81,2227,295,1017.0,4103324
143,중구,북창동,한 스위트 서울,서울특별시 중구 북창동 71-4번지,37.55960572,126.97683678,남대문시장길,6m미만,폭6-8m,API,교차,3.35,3.0,1.0,1.3,91,151,1891,202,1768.0,4103023
144,중구,,올스테이인,서울특별시 중구 충무로2가 51-17번지,37.55898959,126.98911126,소파로4길,폭20-25m,폭6-8m,API,교차,27.12,20.0,0.25,1.0,1,61,2706,461,2062.0,4103216
145,중구,,트레블로지 명동 남산,서울특별시 중구 충무로3가 58-8번지,37.55981918,126.98998281,퇴계로,폭35-40m,6m미만,API,교차,0.0,39.0,0.08,0.95,14,74,1723,350,1507.0,3101011
146,중구,,스테이 한가온 명동,서울특별시 중구 남대문로5가 149번지,37.55543671,126.97494606,퇴계로,폭35-40m,6m미만,API,교차,49.4,39.0,0.08,0.95,86,146,1451,576,1507.0,3101011
147,중구,,제이빌스,서울특별시 중구 충무로4가 15-16번지,37.55987697,126.99371678,퇴계로34길,폭8-10m,폭6-8m,API,교차,29.24,9.0,0.7,1.14,35,95,1662,664,1295.0,4103341
148,중구,다동,호텔 미드시티 명동,서울특별시 중구 다동 130번지,37.56491356,126.98031531,남대문로7길,폭15-20m,폭20-25m,API,교차,94.64,15.0,0.35,1.02,96,156,2274,32,241.0,4103015
149,중구,명동,헨나호텔서울명동,서울특별시 중구 충무로2가 12-5번지,37.55927368,126.98753085,소파로,폭30-35m,6m미만,API,교차,0.0,34.0,0.12,0.96,15,75,1387,19,1510.0,3101005
150,중구,,아르보 스테이,서울특별시 중구 을지로3가 272-4번지,37.56344317,126.99317659,마른내로,폭20-25m,6m미만,API,교차,4.64,20.0,0.25,1.0,18,78,1981,29,1525.0,3101002
151,중구,필동,라임스테이 명동 호스텔,서울특별시 중구 필동2가 14-2번지,37.55847797,126.99426166,필동로,폭12-15m,6m미만,API,교차,73.92,12.0,0.45,1.04,53,113,1751,191,1509.0,3101012
152,중구,,호스텔 고울,서울특별시 중구 충무로2가 48-8번지,37.56006354,126.98895997,삼일대로,폭40-50m,폭40-50m,공식만,교차,39.91,40.0,0.04,0.94,14,74,2672,545,1520.0,2100001
153,중구,주교동,먼슬리브 을지로 광장시장 호텔 스테이[Monthliv Euljiro Gwangjang Market Hotel Stay],서울특별시 중구 주교동 67번지,37.56590912,126.99838824,을지로28길,폭8-10m,6m미만,API,교차,3.89,9.0,0.7,1.14,88,148,2290,305,1032.0,4103247
154,중구,서소문동,THE VILLA 23,서울특별시 중구 서소문동 23번지,37.56112681,126.97475999,세종대로9길,폭8-10m,폭6-8m,API,교차,39.24,9.0,0.7,1.14,112,172,1354,661,101.0,4103203
155,중구,황학동,FRGE (에프알지이),서울특별시 중구 황학동 1754번지,37.56738069,127.02003395,퇴계로87길,6m미만,6m미만,API,교차,4.3,5.0,1.0,1.3,75,135,1571,1093,1790.0,4103390
156,중구,,트래비스타 호스텔,서울특별시 중구 충무로2가 49-30번지,37.55986394,126.98891523,퇴계로26가길,폭8-10m,폭8-10m,공식만,교차,24.75,9.0,0.7,1.14,14,74,2095,189,1290.0,4103333
157,중구,명동,HISTAY HOSTEL,서울특별시 중구 명동2가 87-4번지,37.56027363,126.98140792,퇴계로,폭35-40m,6m미만,API,교차,0.0,39.0,0.08,0.95,31,91,1723,350,1507.0,3101011
158,중구,명동,르메르디앙 서울 명동,서울특별시 중구 충무로1가 21-17번지,37.55896817,126.98192631,소공로7길,6m미만,폭20-25m,API,교차,21.61,4.0,1.0,1.3,22,82,1821,193,762.0,4103210
159,중구,명동,MOK HOSTEL,서울특별시 중구 명동2가 53-9번지,37.55934315,126.98332654,소공로,폭12-15m,폭6-8m,API,교차,26.0,13.0,0.45,1.04,15,75,2369,547,1047.0,3101004
160,중구,남산동,올리브 호스텔,서울특별시 중구 남산동2가 43-7번지,37.55561712,126.98432036,남산공원길,폭6-8m,폭6-8m,공식만,교차,2.0,7.0,0.85,1.22,45,105,2636,23,1508.0,4103024
161,중구,회현동,남산스토리 나인,서울특별시 중구 회현동1가 100-104번지,37.5530029,126.97995879,소월로,폭20-25m,6m미만,API,근접,33.04,22.0,0.25,1.0,58,118,4754,1186,2860.0,3101018
162,중구,저동,주)조선호텔앤리조트 포포인츠 조선 명동,서울특별시 중구 저동2가 89번지,37.56283151,126.98864042,퇴계로,폭35-40m,6m미만,API,교차,0.0,39.0,0.08,0.95,45,105,1723,350,1507.0,3101011
163,중구,,코스모하버 인 명동2,서울특별시 중구 을지로4가 71-2번지,37.56414615,126.99675538,마른내로,폭20-25m,6m미만,API,교차,3.79,20.0,0.25,1.0,48,108,1981,29,1525.0,3101002
164,중구,황학동,모먼트맨션,서울특별시 중구 황학동 659번지,37.56394721,127.02058063,퇴계로88길,6m미만,6m미만,API,교차,0.0,3.0,1.0,1.3,72,132,1813,1418,842.0,4103392
165,중구,필동,G3호텔,서울특별시 중구 필동1가 44-1번지,37.55907589,126.9921215,퇴계로,폭35-40m,6m미만,API,교차,5.11,39.0,0.08,0.95,31,91,1723,350,1507.0,3101011
166,중구,만리동,유에이치 스위트 더 서울,서울특별시 중구 만리동1가 33-1번지,37.55355582,126.96738568,만리재로36길,6m미만,6m미만,API,교차,0.0,5.0,1.0,1.3,121,181,3448,47,1722.0,4106083
167,중구,남산동,보로인 명동,서울특별시 중구 남산동2가 47번지,37.55514884,126.98432696,남산공원길,폭6-8m,폭6-8m,공식만,교차,8.16,7.0,0.85,1.22,52,112,2636,23,1508.0,4103024
168,중구,남학동,홈즈레드 명동,서울특별시 중구 남학동 13-2번지,37.55807414,126.99051213,퇴계로26가길,폭8-10m,폭8-10m,공식만,교차,90.69,9.0,0.7,1.14,23,83,2095,189,1290.0,4103333
169,중구,,노보텔 앰배서더 서울 동대문 호텔,서울특별시 중구 을지로6가 58-5번지,37.56352003,127.00356135,퇴계로,폭35-40m,6m미만,API,교차,0.0,39.0,0.08,0.95,97,157,1723,350,1507.0,3101011
170,중구,회현동,주)조선호텔앤리조트 레스케이프,서울특별시 중구 회현동1가 210번지,37.55715446,126.97870364,퇴계로8길,폭6-8m,6m미만,API,교차,2.95,6.0,0.85,1.22,62,122,1769,47,1068.0,4103395
171,중구,,호텔롯데 엘세븐명동,서울특별시 중구 충무로2가 62-12번지,37.55861521,126.98619248,퇴계로18길,폭8-10m,6m미만,API,교차,0.0,9.0,0.7,1.14,34,94,2573,307,401.0,4103327
172,중구,,라마다 바이 윈덤 서울 동대문 (RAMADA BY WYNDHAM SEOUL DONGDAEMUN),서울특별시 중구 을지로5가 275-3번지,37.56322588,127.00182446,퇴계로51길,폭8-10m,폭6-8m,API,교차,0.0,9.0,0.7,1.14,108,168,2604,34,1324.0,4103358
173,중구,광희동,케이 게스트하우스 동대문프리미엄점,서울특별시 중구 광희동2가 360번지,37.56094517,127.00596078,장충단로,폭25-30m,폭25-30m,공식만,교차,0.0,25.0,0.18,0.98,101,161,2127,304,1514.0,3101021
174,중구,광희동,96번지,서울특별시 중구 광희동2가 96번지,37.56206664,127.0089649,장충단로8길,폭8-10m,6m미만,API,교차,2.53,9.0,0.7,1.14,83,143,1814,1064,1140.0,4103274
175,중구,,코트야드 메리어트 서울 명동,서울특별시 중구 남대문로4가 17-23번지,37.55844079,126.97613718,소월로,폭20-25m,폭20-25m,공식만,교차,0.0,20.0,0.25,1.0,76,136,1361,673,1521.0,3101018
176,중구,,트레블로지 동대문 호텔,서울특별시 중구 을지로5가 273-4번지,37.563663,127.00109712,퇴계로45길,폭6-8m,6m미만,API,교차,0.0,7.0,0.85,1.22,109,169,1778,110,40.0,4103351
177,중구,필동,픽셀스테이 명동점,서울특별시 중구 필동1가 10-6번지,37.55888617,126.99138527,퇴계로26가길,폭8-10m,폭8-10m,공식만,교차,9.1,9.0,0.7,1.14,28,88,2095,189,1290.0,4103333
178,중구,명동,호텔 28,서울특별시 중구 명동1가 59-1번지,37.56160377,126.98318249,명동길,폭15-20m,폭8-10m,API,교차,7.61,15.0,0.35,1.02,46,106,1419,679,1524.0,4103165
179,중구,명동,호텔스카이파크명동Ⅱ,서울특별시 중구 을지로2가 195-8번지,37.56217058,126.98426358,명동4길,폭6-8m,6m미만,API,교차,9.38,6.0,0.85,1.22,65,125,2202,126,272.0,4103156
180,중구,명동,알로프트서울명동호텔,서울특별시 중구 명동2가 104번지,37.55952462,126.98113677,퇴계로12길,폭8-10m,6m미만,API,교차,0.0,8.0,0.7,1.14,32,92,2227,295,1017.0,4103324
181,중구,남산동,원투쓰리호스텔,서울특별시 중구 남산동2가 36-6번지,37.55587082,126.98398358,소파로,폭30-35m,6m미만,API,교차,0.0,34.0,0.12,0.96,32,92,1387,19,1510.0,3101005
182,중구,쌍림동,영빈호텔,서울특별시 중구 쌍림동 240번지,37.56030545,127.00475169,장충단로7길,폭6-8m,6m미만,API,교차,0.0,6.0,0.85,1.22,137,197,2289,338,216.0,4103272
183,중구,,호텔 스카이파크 킹스타운 동대문지점,서울특별시 중구 을지로6가 17-2번지,37.56589354,127.00694427,을지로,폭30-35m,6m미만,API,교차,16.19,30.0,0.12,0.96,56,116,1605,584,1516.0,3101006
184,중구,초동,나인트리 바이 파르나스 서울 명동Ⅱ,서울특별시 중구 초동 72-10번지,37.5615963,126.99013673,마른내로,폭20-25m,6m미만,API,교차,0.0,20.0,0.25,1.0,31,91,1981,29,1525.0,3101002
185,중구,남산동,남산호스텔,서울특별시 중구 남산동2가 45-10번지,37.5553408,126.98379252,소파로,폭30-35m,6m미만,API,교차,0.0,34.0,0.12,0.96,37,97,1387,19,1510.0,3101005
186,중구,저동,G2 호텔,서울특별시 중구 저동2가 48-27번지,37.56060529,126.98968153,퇴계로,폭35-40m,6m미만,API,교차,0.0,39.0,0.08,0.95,22,82,1723,350,1507.0,3101011
187,중구,남산동,오요 5 롯지B (OYO 5 Lodge B),서울특별시 중구 남산동2가 33번지,37.55646209,126.98424233,퇴계로18길,폭8-10m,6m미만,API,교차,14.28,9.0,0.7,1.14,30,90,2573,307,401.0,4103327
188,중구,남산동,오요5 롯지A(OYO 5 Lodge A),서울특별시 중구 남산동2가 33-3번지,37.55634977,126.98417952,소파로,폭30-35m,6m미만,API,교차,6.31,34.0,0.12,0.96,26,86,1387,19,1510.0,3101005
189,중구,쌍림동,호텔더디자이너스 디디피,서울특별시 중구 쌍림동 155-1번지,37.56105995,127.00331236,장충단로7길,폭6-8m,6m미만,API,교차,3.1,6.0,0.85,1.22,135,195,2289,338,216.0,4103272
190,중구,북창동,호텔 토마스 명동,서울특별시 중구 북창동 12-1번지,37.56039746,126.97757525,남대문시장길,폭6-8m,폭6-8m,API,교차,9.19,7.0,0.85,1.22,82,142,1486,187,1522.0,4103023
191,중구,남산동,호텔룩홈,서울특별시 중구 남산동2가 27-12번지,37.55558838,126.9850216,남산공원길,폭6-8m,폭6-8m,공식만,교차,0.0,7.0,0.85,1.22,49,109,2636,23,1508.0,4103024
192,중구,명동,사보이호텔,서울특별시 중구 충무로1가 23-1번지,37.55897352,126.98351716,퇴계로,폭35-40m,6m미만,API,교차,1.83,39.0,0.08,0.95,10,70,1723,350,1507.0,3101011
193,중구,명동,메트로호텔,서울특별시 중구 을지로2가 199-33번지,37.56237712,126.98294095,명동길,폭15-20m,폭8-10m,API,교차,16.05,15.0,0.35,1.02,56,116,1419,679,1524.0,4103165
194,중구,예장동,오리엔스 호텔 앤 레지던스,서울특별시 중구 예장동 2-19번지,37.55730627,126.99049245,남산공원길,폭6-8m,폭6-8m,공식만,교차,46.83,7.0,0.85,1.22,33,93,2636,23,1508.0,4103024
195,중구,,이비스 스타일 앰배서더 서울 명동,서울특별시 중구 충무로2가 53-10번지,37.55893191,126.98857126,퇴계로26가길,폭8-10m,폭8-10m,공식만,교차,3.57,9.0,0.7,1.14,6,66,2095,189,1290.0,4103333
196,중구,,홉인 서울 명동 (HOP INN SEOUL MYEONGDONG),서울특별시 중구 충무로3가 30-1번지,37.56058087,126.99202564,퇴계로32길,6m미만,6m미만,API,교차,1.09,4.0,1.0,1.3,30,90,2396,48,611.0,4103340
197,중구,,호텔 도마,서울특별시 중구 충무로4가 125-11번지,37.55857874,126.99502482,필동로,폭12-15m,6m미만,API,교차,5.96,12.0,0.45,1.04,54,114,1751,191,1509.0,3101012
198,중구,,트레블로지 명동 을지로 호텔,서울특별시 중구 을지로2가 101-1번지,37.56386051,126.98858496,퇴계로,폭35-40m,6m미만,API,교차,20.37,39.0,0.08,0.95,49,109,1723,350,1507.0,3101011
199,중구,오장동,모닝스카이호텔,서울특별시 중구 오장동 90-24번지,37.5613481,126.99911036,퇴계로48길,폭6-8m,6m미만,API,교차,28.29,7.0,0.85,1.22,81,141,1594,272,572.0,4103353
200,중구,예장동,하센영인호텔,서울특별시 중구 예장동 1-43번지,37.55378191,126.99241512,남산공원길,폭6-8m,폭6-8m,공식만,교차,100.58,7.0,0.85,1.22,95,155,2636,23,1508.0,4103024
201,중구,,호텔마누,서울특별시 중구 남대문로5가 84-16번지,37.55439108,126.97410212,후암로58길,폭8-10m,폭15-20m,API,교차,17.54,9.78,0.7,1.14,93,153,2298,3,1197.0,4103405
202,중구,명동,나인트리 바이 파르나스 서울 명동Ⅰ,서울특별시 중구 충무로2가 63-2번지,37.55883796,126.98523766,퇴계로20나길,폭6-8m,6m미만,API,교차,2.06,7.0,0.85,1.22,27,87,1822,128,208.0,4103330
203,중구,명동,더 그랜드호텔 명동,서울특별시 중구 충무로2가 62-2번지,37.55890463,126.986388,퇴계로18길,폭8-10m,6m미만,API,교차,0.69,9.0,0.7,1.14,32,92,2573,307,401.0,4103327
204,중구,,프레이저플레이스남대문,서울특별시 중구 남대문로4가 17-7번지,37.55862664,126.97564128,소월로,폭20-25m,폭20-25m,공식만,교차,3.21,20.0,0.25,1.0,81,141,1361,673,1521.0,3101018
205,중구,북창동,클라벤 호텔 명동 시티홀,서울특별시 중구 북창동 17-1번지,37.56046238,126.97732197,남대문시장길,폭6-8m,폭6-8m,API,교차,0.0,7.0,0.85,1.22,84,144,1486,187,1522.0,4103023
206,중구,,세종호텔,서울특별시 중구 충무로2가 61-3번지,37.55871693,126.98716971,소파로,폭30-35m,6m미만,API,교차,9.25,34.0,0.12,0.96,19,79,1387,19,1510.0,3101005
207,중구,남산동,퍼시픽호텔,서울특별시 중구 남산동2가 31-1번지,37.556976,126.98465416,퇴계로18길,폭8-10m,6m미만,API,교차,19.91,9.0,0.7,1.14,26,86,2573,307,401.0,4103327
208,중구,,플라자호텔,서울특별시 중구 태평로2가 23번지,37.56192055,126.97712593,남대문로1길,폭8-10m,폭6-8m,API,교차,7.6,9.0,0.7,1.14,92,152,2199,46,733.0,4103013
209,중구,장충동,호텔신라,서울특별시 중구 장충동2가 202번지,37.55399997,127.0052469,동호로17다길,6m미만,6m미만,API,교차,4.55,3.0,1.0,1.3,64,124,1921,1477,385.0,4103096
210,중구,소공동,호텔롯데,서울특별시 중구 소공동 1번지,37.56206001,126.98030217,남대문로,폭35-40m,폭6-8m,API,교차,41.22,39.0,0.08,0.95,57,117,2535,533,1523.0,3101001
211,중구,명동,로얄호텔서울,서울특별시 중구 명동1가 6-3번지,37.5615652,126.984857,명동길,폭15-20m,폭8-10m,API,교차,0.0,15.0,0.35,1.02,48,108,1419,679,1524.0,4103165
